protein,IHD,CM,ARR,VD,CHD,CCD,VOO,OTH
q91wp6,0.0,0.005312798401099133,0.0,0.0,0.0,0.0,0.0,0.005375076362287044
q03173,0.018009900391573696,0.029930527920283445,0.01387374195032605,0.005592644098780808,0.0,0.0,0.0,0.027366869273614265
q64fw2,0.005026201565007075,0.005312819786091036,0.0,0.0,0.0,0.0,0.0,0.0
q9jj25,0.03067345109492163,0.024183262869491042,0.012414373557123801,0.015684330489962362,0.013077245563108396,0.0,0.0,0.021517349503366392
q62261,0.0,0.015920028995600324,0.015093740523688833,0.014519242232021294,0.024219331424288684,0.013416018993827494,0.0060704508616575,0.026015210772854652
q05921,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
q9jhz9,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
q9jj69,0.02370453241980383,0.03502978592977033,0.03795579933462798,0.014093957111423359,0.019805588859712314,0.030211483030241553,0.015313642705529876,0.03389543179447044
p61237,0.010054954859922794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q9jjg9,0.005026201565007075,0.005312819786091036,0.0,0.0,0.0,0.0,0.0,0.0
p97583,0.015967899850559308,0.013746261153828324,0.0,0.0,0.0,0.0,0.0,0.012487365171089457
p47856,0.0,0.005312898803704174,0.0,0.0,0.0,0.0,0.0,0.0
q78kk3,0.0,0.0,0.0107713799015465,0.011236038908506489,0.0,0.0,0.0,0.010751645935140651
q8cib5,0.0,0.019665763515493807,0.0,0.0,0.01796275145162002,0.0,0.0,0.025740217307474885
q9r194,0.0050259291912923155,0.0,0.008535413352235195,0.0,0.0,0.0,0.0,0.005374806717279362
q8k400,0.012998911401590676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p37200,0.040369588678335525,0.038465590902881285,0.0452462607092244,0.04096707078978668,0.11593052004482345,0.03925180885327508,0.024595660305859152,0.03808907768674241
q9jk66,0.01672509064763396,0.01686101435633229,0.0,0.0,0.0,0.0,0.0,0.015094161198477866
p47968,0.02538113484229303,0.01835012558734858,0.023817831846608625,0.0055911140713197725,0.011286147616510893,0.016217572284579606,0.0,0.024381166369381372
o35565,0.0,0.0,0.0,0.0,0.02888463881771628,0.0,0.017098126230226003,0.0
q8cgk3,0.016707495807461566,0.019703925729001977,0.0,0.0,0.0,0.0,0.0,0.0
q60803,0.012981080850248959,0.02177570329183033,0.0,0.0,0.0,0.0,0.0,0.02634139141141685
q9wu70,0.012998911401590676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q8c6b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005375165503292235
p24604,0.03681871734061093,0.014715849866470595,0.03355027838960533,0.012865110931737834,0.021902917473545554,0.0,0.006000114659012373,0.020279069512494422
q60848,0.01920121156197403,0.008417801598400066,0.0,0.0,0.0,0.0,0.0,0.008516653796093052
o88942,0.009920942208660225,0.026874259190765477,0.010631704295216255,0.028235320183556806,0.03141720794590108,0.00571228110187661,0.023238471749174507,0.027830143327728134
q8r4u0,0.01971519374484102,0.012337927683530796,0.0,0.00889707332604882,0.011331150064996071,0.0,0.006084692214726505,0.008513309852497913
q64143,0.014131703787184719,0.00842012287691035,0.0,0.0,0.0,0.0,0.0,0.0
q8k3l6,0.0079669294125884,0.005312502515712403,0.0053839616896623746,0.0,0.0,0.0,0.0,0.005374777008457274
q6qzq4,0.0,0.017704274093221353,0.0,0.008899446927643606,0.0,0.0,0.0,0.0
q62696,0.007958447434102447,0.014926821714635862,0.016198641405691407,0.0,0.01315535535773541,0.009171646454976735,0.0,0.013899954521757692
p60521,0.0,0.0,0.005384312722222133,0.0,0.0,0.0,0.0,0.0
p42703,0.015091814352420584,0.018415299716235747,0.0,0.0,0.0,0.0,0.0,0.017074651695427965
q63704,0.015068220053600931,0.019102908052352974,0.00537335810045311,0.008888571998919126,0.005653978166062599,0.0,0.0,0.024168869744882228
q3umr5,0.03234771054557695,0.03449717734060756,0.010667404226784312,0.0,0.015765387110330674,0.0114767093816452,0.0,0.016913458892799535
q99p21,0.01590806046627622,0.029500958978960063,0.01073322934412134,0.017789924804286594,0.0,0.0,0.0,0.023710147643387705
p67779,0.02863119118630217,0.02644661082581779,0.015022992219706353,0.011147483153829641,0.008908922504934684,0.005744063338461376,0.012097388390797138,0.03165745689582247
q9jkx4,0.018612885602423235,0.020824317013725075,0.0,0.0,0.0,0.0,0.0,0.015091734739362877
q924d0,0.0,0.01595990734178174,0.0,0.0,0.0,0.0,0.0,0.0
q920b9,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
p0c6c0,0.021848642247529602,0.02080444772505428,0.019359911273847473,0.011206879977934845,0.015902184718988622,0.005771592116333914,0.009627582635345034,0.015072462560945117
o55143,0.005002679023940532,0.025546970619745087,0.017065311279026052,0.005589478839820386,0.011287178426085991,0.009138998300031304,0.0,0.02592596784092088
q61127,0.0050261065817890785,0.005312719386472478,0.0,0.0,0.0,0.0,0.0,0.005374996421431031
q61468,0.03584719179651669,0.03124405083838924,0.04283278855837927,0.03646412104440792,0.038898141078426894,0.020507043291367995,0.0240378210436016,0.028464630213065868
q61107,0.0,0.005312718772912444,0.0,0.005615653734066192,0.0,0.0,0.0,0.0
p32240,0.0,0.0,0.0,0.0,0.0056655139810392295,0.0,0.0,0.0
q9d074,0.0,0.0,0.0,0.0,0.01963339665935469,0.0,0.0,0.0
q99m63,0.0,0.0,0.010773080161481556,0.0,0.0,0.0,0.0,0.0
q9d2n4,0.028866825264478414,0.025475138799812263,0.013844745096128024,0.005580955176924366,0.019592347580127862,0.0,0.0,0.022490772831005264
q925i7,0.019731857988969908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
